ID;Mag (I);Mag (V);Period;Uncertainty Period;A.Mag (V);A.Mag (I);Dis. Mod. W;Distance 1;Distance2;Distance 3;Distance 1 +;Distance 1 -;Distance 2 +;Distance 2 -;Distance 3 +;Distance 3 -
OGLE-LMC-CEP-0927;13,98;14,83;9,063537;0,000035;-3,53;-4,43;18,52;46.902,61;48.252,94;48.199,55;46.902,70;46.902,51;48.253,05;48.252,83;50.585,38;50.584,88
OGLE-LMC-CEP-1234;13,99;14,90;9,303542;0,000024;-3,56;-4,47;18,53;49.165,25;49.124,21;50.677,61;49.165,31;49.165,18;49.124,29;49.124,14;50.907,00;50.906,61
OGLE-LMC-CEP-0846;13,99;14,88;9,051144;0,000024;-3,53;-4,43;18,53;48.070,61;48.391,52;50.147,85;48.070,68;48.070,55;48.391,60;48.391,45;50.829,20;50.828,85
OGLE-LMC-CEP-2044;14,00;14,78;8,750672;0,000027;-3,49;-4,39;18,64;45.107,64;47.514,03;50.487,80;45.107,71;45.107,57;47.514,12;47.513,95;53.536,84;53.536,31
OGLE-LMC-CEP-1608;14,00;14,94;11,245936;0,000051;-3,78;-4,71;18,49;55.492,16;55.261,67;51.327,99;55.492,30;55.492,03;55.261,82;55.261,52;49.894,58;49.893,63
OGLE-LMC-CEP-1260;14,00;14,88;9,304831;0,000025;-3,56;-4,47;18,70;48.830,40;49.377,77;46.864,87;48.830,47;48.830,33;49.377,85;49.377,69;55.026,95;55.026,60
OGLE-LMC-CEP-0103;14,01;14,67;7,157384;0,000024;-3,26;-4,13;18,47;38.551,28;42.398,10;50.013,40;38.551,35;38.551,21;42.398,19;42.398,02;49.417,49;49.417,34
OGLE-LMC-CEP-1462;14,01;14,82;9,201460;0,000042;-3,55;-4,45;18,58;47.151,93;49.298,87;51.278,89;47.152,05;47.151,82;49.299,00;49.298,73;51.886,16;51.885,39
OGLE-LMC-CEP-2096;14,01;15,04;5,972065;0,000029;-3,05;-3,89;18,49;41.500,23;38.092,19;50.590,34;41.500,34;41.500,12;38.092,29;38.092,08;50.002,98;50.002,45
OGLE-LMC-CEP-1784;14,01;14,94;10,662565;0,000051;-3,72;-4,65;18,57;53.836,67;53.904,16;51.446,87;53.836,80;53.836,53;53.904,32;53.904,01;51.648,76;51.647,76
OGLE-LMC-CEP-0689;14,02;14,90;10,485032;0,000070;-3,70;-4,62;18,39;52.382,26;53.416,07;52.253,44;52.382,45;52.382,08;53.416,28;53.415,86;47.651,81;47.650,87
OGLE-LMC-CEP-2028;14,02;14,79;8,074299;0,000006;-3,40;-4,28;18,54;43.330,53;45.769,77;51.025,02;43.330,54;43.330,51;45.769,79;45.769,75;51.038,44;51.038,31
OGLE-LMC-CEP-1994;14,02;14,68;7,754019;0,000007;-3,35;-4,23;18,56;40.272,38;44.739,56;54.379,22;40.272,40;40.272,37;44.739,58;44.739,54;51.590,52;51.590,37
OGLE-LMC-CEP-0520;14,03;14,79;8,373625;0,000040;-3,44;-4,33;18,52;44.303,27;47.077,15;50.136,50;44.303,39;44.303,16;47.077,29;47.077,02;50.534,47;50.534,05
OGLE-LMC-CEP-2204;14,03;14,80;7,550110;0,000006;-3,32;-4,20;18,60;41.997,85;44.257,50;34.821,27;41.997,86;41.997,83;44.257,52;44.257,48;52.556,74;52.556,62
OGLE-LMC-CEP-3285;14,03;14,73;7,640672;0,000019;-3,33;-4,21;18,61;40.981,92;44.593,99;53.901,21;40.981,97;40.981,86;44.594,05;44.593,92;52.710,27;52.709,54
OGLE-LMC-CEP-3286;14,04;14,91;9,805576;0,000091;-3,62;-4,54;18,63;50.751,24;51.821,84;50.675,21;50.751,49;50.750,99;51.822,13;51.821,56;53.296,99;53.293,75
OGLE-LMC-CEP-2286;14,04;14,81;9,215951;0,000353;-3,55;-4,46;18,50;46.931,50;50.031,63;49.731,71;46.932,46;46.930,54;50.032,78;50.030,49;50.115,39;50.107,94
OGLE-LMC-CEP-1880;14,05;14,84;8,590611;0,000035;-3,47;-4,37;18,48;45.895,37;48.132,54;49.381,68;45.895,47;45.895,27;48.132,66;48.132,42;49.684,65;49.683,98
OGLE-LMC-CEP-1910;14,06;14,96;9,569279;0,000013;-3,59;-4,50;18,51;51.308,52;51.521,98;49.187,89;51.308,56;51.308,49;51.522,02;51.521,94;50.451,54;50.451,26
OGLE-LMC-CEP-2884;14,06;15,04;9,733236;0,000023;-3,61;-4,53;18,65;53.669,73;52.118,79;49.328,96;53.669,79;53.669,66;52.118,86;52.118,71;53.814,01;53.813,48
OGLE-LMC-CEP-2795;14,06;14,97;10,043883;0,000026;-3,65;-4,57;18,50;53.041,46;53.129,35;46.057,01;53.041,53;53.041,39;53.129,43;53.129,27;50.233,43;50.232,78
OGLE-LMC-CEP-0776;14,06;14,76;6,893797;0,000006;-3,21;-4,08;18,54;39.276,87;42.483,89;51.901,69;39.276,88;39.276,85;42.483,92;42.483,87;51.027,50;51.027,41
OGLE-LMC-CEP-3281;14,06;14,91;9,125372;0,000053;-3,54;-4,44;18,78;49.020,06;50.221,01;48.596,36;49.020,21;49.019,90;50.221,19;50.220,84;56.945,60;56.943,88
OGLE-LMC-CEP-2473;14,07;15,03;9,707549;0,000085;-3,61;-4,52;18,55;53.520,05;52.373,26;48.494,57;53.520,30;53.519,80;52.373,53;52.372,98;51.378,42;51.376,51
OGLE-LMC-CEP-2252;14,08;15,05;9,527262;0,000486;-3,59;-4,50;18,50;53.403,41;51.981,93;51.513,47;53.404,86;53.401,95;51.983,51;51.980,35;50.012,93;50.001,42
OGLE-LMC-CEP-1933;14,09;14,90;9,390154;0,000037;-3,57;-4,48;18,48;49.431,89;51.653,12;51.741,00;49.431,99;49.431,79;51.653,24;51.653,00;49.637,09;49.636,42
OGLE-LMC-CEP-1262;14,09;15,01;9,133664;0,000030;-3,54;-4,44;18,48;51.142,79;50.830,08;50.521,99;51.142,88;51.142,70;50.830,18;50.829,98;49.607,80;49.607,28
OGLE-LMC-CEP-2051;14,09;14,83;7,320095;0,000006;-3,28;-4,16;18,52;41.980,92;44.583,14;49.544,69;41.980,94;41.980,90;44.583,16;44.583,12;50.527,97;50.527,84
OGLE-LMC-CEP-2762;14,09;15,17;11,531740;0,000055;-3,81;-4,75;18,62;62.495,95;58.576,91;48.654,84;62.496,10;62.495,79;58.577,08;58.576,75;53.067,39;53.066,02
OGLE-LMC-CEP-0499;14,09;14,89;8,830967;0,000044;-3,50;-4,40;18,44;47.639,63;49.979,11;49.403,35;47.639,76;47.639,51;49.979,26;49.978,96;48.798,64;48.798,21
OGLE-LMC-CEP-2066;14,11;14,78;7,442317;0,000006;-3,30;-4,18;18,50;41.408,75;45.379,65;48.574,46;41.408,77;41.408,74;45.379,67;45.379,62;50.190,05;50.189,92
OGLE-LMC-CEP-2209;14,11;15,00;9,179461;0,000112;-3,54;-4,45;18,48;51.114,53;51.430,02;49.690,38;51.114,86;51.114,20;51.430,40;51.429,65;49.597,78;49.595,35
OGLE-LMC-CEP-0884;14,12;14,82;7,707262;0,000010;-3,34;-4,22;18,45;42.973,89;46.571,97;51.044,11;42.973,92;42.973,86;46.572,01;46.571,93;48.900,37;48.900,21
OGLE-LMC-CEP-2208;14,13;15,06;3,567988;0,000005;-2,45;-3,23;18,59;31.782,94;29.633,01;49.318,44;31.782,97;31.782,92;29.633,04;29.632,99;52.300,47;52.300,37
OGLE-LMC-CEP-2012;14,14;14,95;7,458076;0,000010;-3,30;-4,18;18,44;44.769,55;46.175,24;50.378,55;44.769,58;44.769,52;46.175,28;46.175,20;48.653,14;48.652,97
OGLE-LMC-CEP-0139;14,15;15,06;9,773771;0,000064;-3,62;-4,53;18,50;54.286,67;54.383,99;51.012,31;54.286,86;54.286,48;54.384,20;54.383,78;50.082,56;50.082,24
OGLE-LMC-CEP-0292;14,15;14,81;7,398926;0,000059;-3,29;-4,17;18,68;41.796,13;46.062,34;49.636,76;41.796,31;41.795,95;46.062,56;46.062,12;54.570,10;54.569,64
OGLE-LMC-CEP-0922;14,15;14,91;8,622413;0,000094;-3,47;-4,37;18,49;47.427,02;50.512,19;52.291,72;47.427,29;47.426,74;50.512,52;50.511,86;49.981,14;49.979,82
OGLE-LMC-CEP-0936;14,15;14,98;8,334053;0,000011;-3,43;-4,33;18,51;48.099,13;49.588,71;51.944,48;48.099,17;48.099,10;49.588,75;49.588,67;50.253,34;50.253,21
OGLE-LMC-CEP-1353;14,15;14,99;7,882327;0,000011;-3,37;-4,25;18,56;46.882,79;47.967,16;47.923,88;46.882,83;46.882,76;47.967,20;47.967,13;51.551,81;51.551,68
OGLE-LMC-CEP-1249;14,15;14,93;6,878393;0,000006;-3,21;-4,08;18,51;42.385,57;44.283,79;53.043,31;42.385,59;42.385,55;44.283,81;44.283,76;50.303,78;50.303,69
OGLE-LMC-CEP-1942;14,15;14,88;7,182471;0,000008;-3,26;-4,13;18,53;42.427,77;45.441,53;52.151,11;42.427,80;42.427,75;45.441,56;45.441,50;50.794,63;50.794,47
OGLE-LMC-CEP-0825;14,16;14,99;7,844746;0,000028;-3,36;-4,25;18,50;46.871,10;47.918,78;47.791,45;46.871,19;46.871,01;47.918,88;47.918,68;50.004,41;50.004,05
OGLE-LMC-CEP-3317;14,16;14,95;7,720349;0,000039;-3,34;-4,23;18,62;45.540,53;47.463,98;54.890,60;45.540,66;45.540,41;47.464,13;47.463,84;52.900,93;52.898,83
OGLE-LMC-CEP-0377;14,16;14,85;6,247123;0,000019;-3,10;-3,95;18,58;38.787,62;41.889,26;51.589,28;38.787,68;38.787,56;41.889,34;41.889,19;52.086,31;52.086,12
OGLE-LMC-CEP-1389;14,16;14,91;7,290340;0,000011;-3,28;-4,15;18,39;43.421,75;45.974,32;50.150,12;43.421,78;43.421,72;45.974,36;45.974,28;47.592,35;47.592,19
OGLE-LMC-CEP-1344;14,16;14,90;7,069478;0,000014;-3,24;-4,11;18,11;42.557,18;45.179,82;51.021,23;42.557,22;42.557,14;45.179,87;45.179,77;41.878,80;41.878,60
OGLE-LMC-CEP-2775;14,16;15,04;7,962779;0,000021;-3,38;-4,27;18,62;48.324,63;48.526,08;50.844,97;48.324,70;48.324,56;48.526,15;48.526,00;53.025,12;53.024,66
OGLE-LMC-CEP-3335;14,16;14,93;6,936934;0,000021;-3,22;-4,09;18,55;42.695,63;44.713,70;50.450,05;42.695,70;42.695,57;44.713,77;44.713,62;51.344,27;51.343,65
OGLE-LMC-CEP-1364;14,17;15,01;7,978175;0,000014;-3,38;-4,27;18,61;47.601,05;48.671,60;52.147,32;47.601,09;47.601,00;48.671,66;48.671,55;52.678,59;52.678,36
OGLE-LMC-CEP-2090;14,17;14,93;7,226379;0,000006;-3,27;-4,14;18,45;43.597,71;45.902,05;54.255,00;43.597,73;43.597,69;45.902,08;45.902,03;49.016,57;49.016,47
OGLE-LMC-CEP-0151;14,17;15,15;9,364163;0,000094;-3,57;-4,48;18,57;55.381,46;53.700,51;51.188,89;55.381,76;55.381,17;53.700,83;53.700,19;51.685,90;51.685,49
OGLE-LMC-CEP-2348;14,17;15,08;8,514578;0,000044;-3,46;-4,35;18,52;51.039,58;50.761,60;51.873,19;51.039,72;51.039,44;50.761,76;50.761,45;50.671,99;50.671,02
OGLE-LMC-CEP-1463;14,18;15,01;7,528257;0,000009;-3,31;-4,19;18,48;46.254,59;47.297,25;50.790,13;46.254,62;46.254,56;47.297,28;47.297,22;49.655,96;49.655,82
OGLE-LMC-CEP-0050;14,18;15,02;7,845610;0,000052;-3,36;-4,25;18,40;47.438,47;48.499,17;44.060,10;47.438,64;47.438,30;48.499,36;48.498,98;47.838,53;47.838,31
OGLE-LMC-CEP-2015;14,18;14,86;6,369716;0,000013;-3,12;-3,98;18,58;39.409,43;42.848,74;50.600,36;39.409,47;39.409,39;42.848,79;42.848,69;52.095,25;52.094,99
OGLE-LMC-CEP-2008;14,19;14,94;7,518754;0,000020;-3,31;-4,19;18,52;44.798,34;47.370,57;49.593,55;44.798,40;44.798,27;47.370,65;47.370,49;50.672,43;50.671,97
OGLE-LMC-CEP-0915;14,19;15,00;7,395616;0,000010;-3,29;-4,17;18,48;45.607,08;46.927,79;51.770,30;45.607,11;45.607,05;46.927,83;46.927,75;49.758,50;49.758,34
OGLE-LMC-CEP-2812;14,19;15,00;8,275712;0,000029;-3,42;-4,32;18,56;48.317,90;50.322,56;49.683,68;48.317,99;48.317,81;50.322,66;50.322,45;51.539,99;51.539,26
OGLE-LMC-CEP-1952;14,19;15,01;6,782493;0,000065;-3,19;-4,06;18,61;43.647,76;44.710,23;48.997,47;43.647,98;43.647,53;44.710,49;44.709,97;52.687,49;52.686,17
OGLE-LMC-CEP-3201;14,20;14,91;6,298112;0,000011;-3,11;-3,96;18,43;40.158,58;42.934,75;50.538,13;40.158,62;40.158,54;42.934,79;42.934,70;48.638,11;48.637,74
OGLE-LMC-CEP-2262;14,20;15,02;7,809176;0,000037;-3,36;-4,24;18,58;47.342,50;48.834,67;51.547,46;47.342,62;47.342,38;48.834,81;48.834,54;51.973,64;51.972,75
OGLE-LMC-CEP-0669;14,22;15,02;7,886957;0,000029;-3,37;-4,25;18,43;47.528,01;49.601,66;49.127,44;47.528,11;47.527,92;49.601,77;49.601,55;48.466,90;48.466,48
OGLE-LMC-CEP-1642;14,22;14,99;7,066393;0,000020;-3,24;-4,11;18,52;44.306,92;46.454,88;49.436,01;44.306,99;44.306,86;46.454,96;46.454,81;50.622,85;50.622,46
OGLE-LMC-CEP-3292;14,23;15,15;8,232539;0,000077;-3,42;-4,31;18,54;51.676,73;51.027,87;51.502,94;51.676,99;51.676,47;51.028,16;51.027,59;51.150,55;51.146,97
OGLE-LMC-CEP-2042;14,23;14,98;7,070571;0,000006;-3,24;-4,11;18,49;44.137,60;46.707,28;48.940,00;44.137,62;44.137,58;46.707,30;46.707,25;49.829,07;49.828,96
OGLE-LMC-CEP-0757;14,24;15,18;8,402146;0,000025;-3,44;-4,34;18,50;52.993,71;51.843,13;50.551,68;52.993,80;52.993,63;51.843,22;51.843,04;50.182,55;50.182,21
OGLE-LMC-CEP-1667;14,24;14,96;6,390302;0,000004;-3,12;-3,98;18,51;41.356,94;44.073,15;50.640,52;41.356,95;41.356,93;44.073,16;44.073,13;50.331,16;50.331,09
OGLE-LMC-CEP-2744;14,24;15,12;7,520802;0,000011;-3,31;-4,19;18,49;48.654,73;48.660,79;48.316,56;48.654,77;48.654,69;48.660,83;48.660,75;49.907,47;49.907,20
OGLE-LMC-CEP-3024;14,25;15,12;8,558805;0,000044;-3,46;-4,36;18,68;51.988,66;52.805,32;52.043,46;51.988,80;51.988,52;52.805,48;52.805,16;54.396,23;54.395,36
OGLE-LMC-CEP-1678;14,25;14,98;6,415591;0,000005;-3,13;-3,99;18,55;41.847,00;44.483,34;45.737,22;41.847,02;41.846,99;44.483,36;44.483,32;51.389,83;51.389,75
OGLE-LMC-CEP-2099;14,26;14,96;6,893801;0,000013;-3,21;-4,08;18,56;43.145,65;46.518,37;48.494,13;43.145,69;43.145,60;46.518,42;46.518,32;51.589,39;51.589,16
OGLE-LMC-CEP-1983;14,26;15,12;7,294631;0,000013;-3,28;-4,15;18,53;47.889,88;48.157,93;51.273,19;47.889,93;47.889,84;48.157,98;48.157,88;50.806,71;50.806,41
OGLE-LMC-CEP-2094;14,26;15,12;7,570188;0,000016;-3,32;-4,20;18,48;48.735,22;49.235,13;50.796,65;48.735,28;48.735,17;49.235,19;49.235,07;49.558,70;49.558,38
OGLE-LMC-CEP-1866;14,26;15,02;7,133363;0,000034;-3,25;-4,12;18,64;45.025,57;47.563,67;49.816,76;45.025,68;45.025,45;47.563,81;47.563,54;53.372,96;53.372,22
OGLE-LMC-CEP-1748;14,27;14,98;6,632002;0,000005;-3,17;-4,03;18,66;42.555,75;45.645,00;50.961,37;42.555,77;42.555,73;45.645,02;45.644,98;53.840,46;53.840,35
OGLE-LMC-CEP-0690;14,27;15,10;7,385466;0,000073;-3,29;-4,17;18,62;47.721,47;48.693,87;52.836,27;47.721,72;47.721,22;48.694,15;48.693,58;52.875,21;52.874,30
OGLE-LMC-CEP-2329;14,28;14,98;5,697737;0,000010;-2,99;-3,83;18,53;39.277,61;41.922,97;49.223,32;39.277,65;39.277,57;41.923,02;41.922,92;50.823,59;50.823,35
OGLE-LMC-CEP-2401;14,28;14,70;5,064058;0,000012;-2,86;-3,68;18,53;32.434,13;39.093,44;40.852,34;32.434,17;32.434,09;39.093,50;39.093,39;50.903,13;50.902,88
OGLE-LMC-CEP-2456;14,28;15,19;8,257998;0,000112;-3,42;-4,31;18,55;52.821,55;52.336,84;50.851,39;52.821,93;52.821,17;52.337,26;52.336,42;51.367,04;51.364,59
OGLE-LMC-CEP-1782;14,28;15,09;7,393152;0,000009;-3,29;-4,17;18,49;47.397,45;49.039,24;51.724,17;47.397,49;47.397,42;49.039,28;49.039,21;49.815,53;49.815,35
OGLE-LMC-CEP-1526;14,29;15,08;6,734813;0,000005;-3,19;-4,05;18,41;45.073,97;46.470,68;50.257,71;45.073,99;45.073,95;46.470,70;46.470,66;48.053,63;48.053,53
OGLE-LMC-CEP-1128;14,29;15,05;6,862600;0,000017;-3,21;-4,07;18,64;44.821,35;47.103,06;49.700,73;44.821,41;44.821,29;47.103,13;47.102,99;53.344,99;53.344,73
OGLE-LMC-CEP-1442;14,29;15,19;7,680067;0,000015;-3,34;-4,22;18,56;50.744,03;50.397,47;53.241,61;50.744,08;50.743,97;50.397,53;50.397,42;51.537,65;51.537,37
OGLE-LMC-CEP-2492;14,29;15,08;6,935845;0,000008;-3,22;-4,09;18,48;45.787,52;47.467,89;51.355,56;45.787,54;45.787,49;47.467,92;47.467,85;49.690,50;49.690,34
OGLE-LMC-CEP-2127;14,30;15,14;7,413067;0,000012;-3,30;-4,17;18,46;48.638,36;49.435,71;53.407,75;48.638,40;48.638,31;49.435,76;49.435,66;49.239,07;49.238,83
OGLE-LMC-CEP-2669;14,30;15,40;4,109942;0,000007;-2,61;-3,41;18,51;40.030,25;34.770,77;55.818,39;40.030,28;40.030,21;34.770,81;34.770,74;50.332,85;50.332,66
OGLE-LMC-CEP-1313;14,30;15,06;6,832640;0,000008;-3,20;-4,07;18,61;44.861,14;47.197,12;50.695,26;44.861,17;44.861,11;47.197,16;47.197,09;52.744,76;52.744,62
OGLE-LMC-CEP-1094;14,30;15,11;7,010495;0,000007;-3,23;-4,10;18,49;46.690,64;47.970,44;50.828,36;46.690,66;46.690,61;47.970,47;47.970,41;49.843,83;49.843,71
OGLE-LMC-CEP-0223;14,31;15,23;8,239165;0,000056;-3,42;-4,31;18,54;53.787,53;52.919,52;51.485,84;53.787,73;53.787,34;52.919,74;52.919,31;51.036,13;51.035,72
OGLE-LMC-CEP-2198;14,32;15,19;7,091565;0,000013;-3,25;-4,12;18,46;48.696,34;48.680,24;49.323,06;48.696,38;48.696,29;48.680,30;48.680,19;49.104,65;49.104,35
OGLE-LMC-CEP-1176;14,32;15,07;7,223497;0,000069;-3,27;-4,14;18,41;46.405,68;49.263,90;48.290,01;46.405,92;46.405,45;49.264,18;49.263,62;48.104,49;48.103,23
OGLE-LMC-CEP-2425;14,33;15,06;7,225481;0,000024;-3,27;-4,14;18,51;46.241,81;49.340,08;51.575,52;46.241,89;46.241,73;49.340,18;49.339,99;50.430,17;50.429,64
OGLE-LMC-CEP-1411;14,33;15,18;7,906443;0,000027;-3,37;-4,26;18,52;51.371,46;52.183,78;50.442,03;51.371,56;51.371,37;52.183,89;52.183,68;50.648,98;50.648,55
OGLE-LMC-CEP-2043;14,33;15,18;7,373130;0,000014;-3,29;-4,17;18,46;49.468,20;50.100,39;51.643,08;49.468,25;49.468,15;50.100,44;50.100,33;49.266,14;49.265,83
OGLE-LMC-CEP-2269;14,33;15,14;6,977586;0,000035;-3,23;-4,10;18,70;47.069,39;48.479,09;51.339,59;47.069,51;47.069,26;48.479,24;48.478,95;54.921,54;54.920,75
OGLE-LMC-CEP-0462;14,33;15,25;7,058871;0,000038;-3,24;-4,11;18,59;49.776,53;48.860,22;54.269,45;49.776,68;49.776,39;48.860,38;48.860,07;52.223,71;52.223,37
OGLE-LMC-CEP-0078;14,34;15,16;7,382619;0,000019;-3,29;-4,17;18,63;49.003,19;50.347,09;52.066,31;49.003,26;49.003,13;50.347,17;50.347,01;53.252,83;53.252,74
OGLE-LMC-CEP-2440;14,34;15,34;8,967181;0,000179;-3,52;-4,42;18,59;59.199,53;56.539,83;52.451,14;59.200,16;59.198,90;56.540,51;56.539,16;52.360,24;52.356,67
OGLE-LMC-CEP-2018;14,34;15,21;7,171460;0,000008;-3,26;-4,13;18,47;49.350,83;49.528,53;54.160,43;49.350,85;49.350,80;49.528,56;49.528,50;49.536,90;49.536,76
OGLE-LMC-CEP-1261;14,35;15,15;7,369647;0,000034;-3,29;-4,17;18,55;48.844,60;50.503,18;57.392,70;48.844,72;48.844,48;50.503,32;50.503,04;51.236,98;51.236,43
OGLE-LMC-CEP-1369;14,35;15,19;4,074632;0,000003;-2,60;-3,40;18,77;36.206,56;35.479,60;51.665,50;36.206,57;36.206,54;35.479,62;35.479,59;56.791,45;56.791,40
OGLE-LMC-CEP-2022;14,35;15,09;5,883146;0,000004;-3,03;-3,87;18,56;42.011,82;44.192,55;50.306,95;42.011,84;42.011,81;44.192,57;44.192,54;51.577,97;51.577,89
OGLE-LMC-CEP-0306;14,35;15,17;6,886977;0,000014;-3,21;-4,08;17,16;47.501,50;48.592,35;52.300,42;47.501,55;47.501,44;48.592,41;48.592,29;27.035,66;27.035,51
OGLE-LMC-CEP-1327;14,36;15,15;6,923615;0,000031;-3,22;-4,09;18,56;47.177,81;48.768,86;52.005,45;47.177,92;47.177,70;48.768,99;48.768,73;51.435,19;51.434,66
OGLE-LMC-CEP-2249;14,36;15,13;5,976499;0,000003;-3,05;-3,90;18,55;43.253,64;44.712,42;52.542,34;43.253,65;43.253,63;44.712,44;44.712,41;51.211,40;51.211,34
OGLE-LMC-CEP-0394;14,36;15,17;7,236789;0,000035;-3,27;-4,14;18,55;48.797,49;50.165,49;49.815,44;48.797,62;48.797,37;50.165,64;50.165,35;51.399,38;51.399,06
OGLE-LMC-CEP-1427;14,36;15,13;6,165089;0,000008;-3,08;-3,94;18,47;43.815,49;45.590,87;52.815,31;43.815,51;43.815,46;45.590,90;45.590,83;49.422,00;49.421,87
OGLE-LMC-CEP-2170;14,36;15,13;6,291506;0,000006;-3,11;-3,96;18,52;44.313,39;46.188,83;48.834,30;44.313,41;44.313,37;46.188,86;46.188,81;50.569,18;50.569,05
OGLE-LMC-CEP-0594;14,36;15,18;6,733141;0,000046;-3,19;-4,05;18,46;47.148,54;48.163,13;51.826,96;47.148,71;47.148,37;48.163,32;48.162,93;49.208,92;49.208,39
OGLE-LMC-CEP-1807;14,37;15,25;7,309243;0,000047;-3,28;-4,16;18,57;50.922,28;50.697,47;28.300,72;50.922,46;50.922,11;50.697,66;50.697,28;51.685,85;51.684,95
OGLE-LMC-CEP-2225;14,37;15,18;7,024068;0,000006;-3,23;-4,10;18,52;48.225,68;49.599,22;50.078,56;48.225,70;48.225,66;49.599,24;49.599,19;50.473,13;50.473,00
OGLE-LMC-CEP-1804;14,37;15,17;6,926674;0,000026;-3,22;-4,09;18,48;47.581,73;49.210,42;51.563,90;47.581,82;47.581,63;49.210,53;49.210,31;49.548,49;49.547,90
OGLE-LMC-CEP-0035;14,38;15,16;6,943690;0,000045;-3,22;-4,09;18,46;47.381,55;49.305,21;53.878,60;47.381,71;47.381,38;49.305,40;49.305,02;49.296,92;49.296,78
OGLE-LMC-CEP-0126;14,38;15,26;7,699132;0,000108;-3,34;-4,22;18,67;52.379,33;52.462,76;51.163,97;52.379,72;52.378,93;52.463,20;52.462,32;54.269,79;54.269,10
OGLE-LMC-CEP-0931;14,38;15,07;5,813508;0,000005;-3,02;-3,86;18,52;41.343,77;44.367,39;51.237,65;41.343,78;41.343,75;44.367,41;44.367,36;50.598,61;50.598,55
OGLE-LMC-CEP-1956;14,38;15,24;8,801659;0,000035;-3,50;-4,40;18,59;55.975,43;56.849,57;49.378,25;55.975,55;55.975,31;56.849,71;56.849,44;52.238,63;52.237,95
OGLE-LMC-CEP-0218;14,38;15,33;8,621640;0,000059;-3,47;-4,37;18,04;57.597,68;56.204,74;49.963,12;57.597,89;57.597,47;56.204,96;56.204,51;40.510,05;40.509,51
OGLE-LMC-CEP-1831;14,38;15,08;5,731468;0,000003;-3,00;-3,84;18,56;41.182,62;44.053,60;51.501,96;41.182,63;41.182,61;44.053,62;44.053,59;51.415,11;51.415,05
OGLE-LMC-CEP-2449;14,38;15,15;6,540880;0,000015;-3,15;-4,01;18,54;45.682,48;47.709,90;50.673,39;45.682,54;45.682,43;47.709,97;47.709,84;50.978,67;50.978,29
OGLE-LMC-CEP-2109;14,38;15,16;6,517941;0,000004;-3,15;-4,01;18,61;45.934,07;47.675,83;51.225,83;45.934,09;45.934,06;47.675,85;47.675,82;52.836,00;52.835,91
OGLE-LMC-CEP-2194;14,39;15,10;5,487453;0,000003;-2,95;-3,78;18,58;40.759,04;43.063,43;50.710,35;40.759,06;40.759,03;43.063,44;43.063,41;51.995,41;51.995,34
OGLE-LMC-CEP-1404;14,39;15,20;6,451988;0,000008;-3,14;-3,99;18,44;46.427,61;47.474,80;51.364,32;46.427,64;46.427,58;47.474,83;47.474,77;48.692,34;48.692,20
OGLE-LMC-CEP-1494;14,39;15,06;5,383085;0,000004;-2,93;-3,76;18,58;39.515,79;42.612,13;52.073,16;39.515,81;39.515,78;42.612,15;42.612,11;51.896,88;51.896,82
OGLE-LMC-CEP-1636;14,39;15,15;6,481745;0,000005;-3,14;-4,00;18,59;45.545,29;47.715,05;52.023,98;45.545,31;45.545,27;47.715,07;47.715,03;52.194,64;52.194,55
OGLE-LMC-CEP-1529;14,40;15,16;6,436452;0,000021;-3,13;-3,99;18,39;45.584,51;47.603,46;50.486,41;45.584,59;45.584,43;47.603,55;47.603,37;47.540,54;47.540,10
OGLE-LMC-CEP-0033;14,40;15,23;7,180776;0,000022;-3,26;-4,13;18,55;49.956,90;50.885,24;52.765,84;49.956,98;49.956,82;50.885,33;50.885,15;51.232,10;51.232,03
OGLE-LMC-CEP-1835;14,40;15,24;7,253488;0,000222;-3,27;-4,15;18,11;50.388,57;51.286,41;48.233,07;50.389,39;50.387,75;51.287,34;51.285,47;41.924,29;41.920,25
OGLE-LMC-CEP-3258;14,41;15,19;6,838063;0,000048;-3,20;-4,07;18,37;47.671,00;49.536,02;51.801,24;47.671,18;47.670,82;49.536,23;49.535,81;47.175,56;47.173,43
OGLE-LMC-CEP-2715;14,42;15,06;5,202123;0,000010;-2,89;-3,72;19,00;38.908,14;42.274,00;49.125,52;38.908,18;38.908,10;42.274,05;42.273,95;63.031,00;63.030,78
OGLE-LMC-CEP-1572;14,42;15,08;5,507403;0,000005;-2,95;-3,79;18,66;40.463,70;43.817,63;57.034,34;40.463,72;40.463,68;43.817,65;43.817,61;54.058,36;54.058,28
OGLE-LMC-CEP-0671;14,42;15,01;5,051064;0,000009;-2,85;-3,68;18,52;37.428,85;41.633,05;49.908,82;37.428,88;37.428,81;41.633,09;41.633,00;50.600,98;50.600,87
OGLE-LMC-CEP-0833;14,42;15,28;7,491325;0,000042;-3,31;-4,19;18,57;52.193,25;52.669,80;51.121,22;52.193,40;52.193,09;52.669,98;52.669,63;51.753,57;51.753,08
OGLE-LMC-CEP-1903;14,42;15,20;6,696751;0,000007;-3,18;-4,04;18,54;47.316,37;49.261,83;53.434,67;47.316,40;47.316,35;49.261,86;49.261,80;50.942,16;50.942,04
OGLE-LMC-CEP-2999;14,42;15,48;5,406423;0,000042;-2,93;-3,77;18,46;48.081,05;43.396,44;49.770,99;48.081,25;48.080,85;43.396,64;43.396,24;49.161,90;49.160,78
